1;1;0;0.353;0;0
2;1;0; 0.3340387664332122;0;0
3;1;0; 0.6528886954234248;0;0
4;1;0; 0.4948638460109789;0;0
5;1;0; 0.415;0;0
6;1;0; 0.6128128180841437;0;0
7;1;0; 0.239;0;0
8;1;0; 0.3553748467324309;0;0
9;1;0; 0.10400000000000001;0;0
10;1;0; 0.17349705833703444;0;0
11;1;0; 0.259;0;0
12;1;0; 0.7521594893258483;0;0
13;1;0; 0.3247386290448122;0;0
14;1;0; 0.575;0;0
15;1;0; 0.428;0;0
16;1;0; 0.158;0;0
17;1;0; 0.257;0;0
18;1;0; 0.183;0;0
19;1;0; 0.7436028784336265;0;0
20;1;0; 0.755;0;0
21;1;0; 0.222;0;0
22;1;0; 0.4491834790197502;0;0
23;1;0; 0.48013273651149635;0;0
24;1;0;1.0425;0;0
25;1;0; 0.9279630389399283;0;0
26;1;0; 0.6174254244076688;0;0
27;1;0; 0.6021114934832736;0;0
28;1;0; 0.6393657291889852;0;0
29;1;0; 0.297;0;0
30;1;0; 0.6453664296534574;0;0
31;1;0; 0.1537039838713351;0;0
32;1;0; 0.19699999999999998;0;0
33;1;0; 0.213;0;0
34;1;0; 0.19710112470121668;0;0
35;1;0; 0.297;0;0
36;1;0; 0.37490023874301814;0;0
37;1;0; 0.218;0;0
38;1;0; 0.17880371760685976;0;0
39;1;0; 0.2833438941838653;0;0
40;1;0; 0.6137054390416692;0;0
41;1;0; 0.157;0;0
42;1;0; 0.131;0;0
43;1;0; 0.155;0;0
44;1;0; 0.35484550426686634;0;0
45;1;0; 0.23600000000000002;0;0
46;1;0; 0.19899999999999998;0;0
47;1;0;1.0836830;0;0
48;1;0; 0.162;0;0
49;1;0;1.0214989;0;0
50;1;0; 0.8575526571979433;0;0
51;1;0; 0.654;0;0
52;1;0; 0.602;0;0
FIM;FIM;FIM;FIM;FIM;FIM
